Frame,X2,Y2,Width2,Height2
1058,16,116,12,13
1059,17,116,11,12
1060,17,115,11,12
1061,17,115,11,12
1062,17,114,12,12
1063,18,113,11,12
1064,18,112,12,13
1065,18,111,12,13
1066,18,111,12,13
1067,18,111,12,12
1068,18,110,12,13
1069,19,110,11,13
1070,19,108,11,14
1071,19,107,11,15
1072,19,106,11,16
1073,19,106,11,16
1074,19,106,11,16
1075,19,106,11,16
1076,19,106,11,16
1077,19,106,11,16
1078,19,106,11,15
1079,20,106,10,15
1080,20,105,10,16
1081,20,105,10,16
1096,19,111,11,13
1097,19,111,11,13
1098,19,112,11,12
1099,19,113,11,12
1100,19,113,11,13
1101,19,114,11,12
1102,19,115,11,12
1103,19,115,11,12
1104,18,115,12,13
1105,18,116,12,12
1106,18,116,12,13
1107,18,117,12,13
1108,17,119,12,12
1109,17,120,11,12
1110,17,122,11,12
1111,17,123,11,13
1112,16,125,12,12
1113,16,126,12,12
1114,16,126,11,12
1116,16,128,11,12
1117,16,128,11,12
1118,16,129,11,12
1119,16,130,11,12
1120,15,131,11,13
1121,15,132,11,13
1122,15,133,11,13
1123,14,134,12,13
1124,14,136,11,13
1125,14,138,11,13
1126,14,139,11,13
1127,14,141,11,13
1128,13,143,12,13
1129,13,146,11,12
1130,12,147,12,13
1131,12,149,12,12
1132,12,150,12,13
1133,12,152,11,13
1134,12,154,11,12
1135,12,155,11,13
1136,12,157,11,12
1138,12,161,11,12
1139,12,163,11,12
1141,12,166,11,13
1142,12,168,11,12
1324,10,150,15,13
1329,10,142,11,12
1330,11,140,11,12
1331,11,138,14,12
1332,12,137,14,12
1333,12,135,13,12
1334,12,134,14,12
1335,12,133,12,12
1336,13,131,12,13
1337,13,130,14,12
1338,14,128,13,13
1339,14,126,14,13
1340,14,125,14,13
1341,15,123,15,14
1342,15,123,14,12
1343,16,121,14,14
1345,16,120,12,12
1346,17,118,13,12
1347,17,117,13,12
1348,17,116,12,12
1350,18,113,12,13
1351,18,112,12,12
1352,19,112,11,12
1415,19,116,11,12
1416,19,116,11,13
1417,19,118,11,12
1418,18,118,12,13
1419,18,120,12,12
1420,18,121,12,13
1421,17,123,12,12
1422,17,124,12,13
1423,17,127,11,12
1424,17,129,11,12
1425,16,131,12,13
1426,16,133,11,13
1427,15,135,12,13
1428,15,137,12,12
1429,14,139,12,12
1430,14,141,11,12
1431,14,142,11,13
1432,13,145,11,12
1433,13,147,11,12
1434,13,150,11,12
1435,13,152,11,13
1436,13,154,12,14
1437,13,157,11,13
1438,12,160,12,12
1439,12,161,11,12
1441,11,164,11,12
1442,11,166,11,12
1443,12,168,10,13
1446,12,176,11,13
1619,7,154,14,13
1620,7,154,12,12
1622,8,148,14,12
1623,8,146,15,13
1624,8,144,14,13
1625,8,143,12,12
1626,9,141,11,13
1627,9,139,12,13
1628,10,138,12,12
1629,10,136,12,12
1630,10,134,12,12
1632,11,131,11,12
1633,11,129,12,13
1634,12,128,12,12
1635,12,126,15,13
1636,13,123,15,14
1637,13,123,15,13
1638,14,122,12,12
1639,14,120,15,12
1640,15,118,14,13
1641,15,117,14,13
1642,15,116,12,12
1643,16,114,12,13
1644,16,113,13,12
1645,17,112,12,12
1646,17,111,12,12
1647,18,108,12,14
1648,18,108,12,12
1649,19,106,11,13
1650,19,104,11,14
1651,19,104,11,12
1708,22,94,8,19
1709,21,95,9,19
1710,21,96,9,20
1711,21,96,9,21
1712,21,100,9,18
1713,20,100,10,19
1714,20,102,10,19
1715,19,108,11,14
1716,19,109,11,14
1717,18,112,12,13
1718,18,114,12,12
1719,18,115,11,13
1720,17,117,12,13
1721,16,119,12,13
1722,16,121,11,12
1723,15,123,11,13
1724,15,125,11,13
1725,14,128,11,12
1726,14,130,11,13
1727,13,132,12,14
1728,13,135,11,14
1729,13,138,11,13
1731,12,143,11,12
1733,11,147,11,12
1735,10,150,11,12
1736,10,152,11,12
1737,10,154,12,12
1738,10,156,11,13
1739,10,159,11,12
1740,10,161,11,12
1741,10,163,11,12
1742,10,165,11,12
1919,7,152,13,14
1920,7,150,15,12
1921,7,148,15,12
1922,7,146,15,12
1923,8,144,14,11
1924,8,142,16,12
1925,9,140,15,13
1926,9,138,15,13
1927,10,137,12,13
1928,10,135,14,11
1929,11,133,11,13
1931,11,129,14,12
1932,12,128,14,12
1933,12,126,14,13
1934,13,125,14,13
1935,13,123,14,13
1936,14,122,14,12
1937,14,120,14,12
1938,14,118,15,12
1939,15,116,15,12
1940,16,114,12,13
1941,16,113,13,13
1942,17,112,13,12
1943,17,110,13,13
1944,18,109,12,13
1945,18,108,12,12
1946,19,106,11,13
1947,19,105,11,13
2021,19,115,11,12
2022,19,117,11,12
2023,18,118,12,13
2024,17,121,12,12
2025,17,123,11,12
2026,16,125,12,13
2027,16,128,11,12
2029,15,134,11,12
2030,14,136,12,13
2031,14,139,12,12
2032,14,141,11,13
2033,13,144,11,12
2034,13,146,11,12
2035,12,148,11,12
2036,12,150,11,12
2037,11,152,12,12
2038,11,155,12,13
2039,11,158,11,13
2040,11,161,11,12
2042,11,166,11,12
2043,12,168,11,12
2219,10,150,16,12
2221,10,146,14,12
2222,10,144,14,12
2223,10,142,14,12
2224,11,140,13,14
2225,12,139,12,14
2226,12,137,12,13
2227,12,136,14,12
2228,13,134,13,12
2229,13,132,13,12
2230,13,130,14,12
2231,14,128,13,12
2232,14,125,16,13
2233,15,124,15,12
2234,15,122,15,13
2235,16,121,14,13
2236,16,120,14,12
2237,17,118,13,13
2238,17,116,13,13
2239,18,115,12,12
2240,18,113,12,12
2241,19,112,11,12
2323,19,117,11,13
2324,18,119,12,12
2325,18,121,11,13
2326,17,124,11,13
2327,17,127,11,12
2328,16,130,11,13
2329,16,133,11,13
2330,15,136,11,13
2331,15,138,11,13
2332,13,141,12,13
2333,13,144,11,12
2334,13,146,11,13
2335,12,149,11,12
2336,12,151,11,13
2337,12,154,11,12
2338,12,157,11,13
2339,12,160,11,12
2341,12,164,11,12
2342,12,165,10,13
2348,12,179,11,13
2519,10,148,16,11
2521,10,143,16,12
2522,10,142,16,12
2523,10,140,17,12
2524,10,138,16,12
2525,12,136,15,14
2526,12,134,15,13
2527,12,132,15,13
2528,13,130,13,14
2529,13,129,13,13
2530,13,127,17,13
2532,14,123,16,14
2533,15,123,15,13
2534,15,121,13,13
2535,16,120,12,12
2536,16,118,13,12
2537,17,116,13,12
2538,17,114,13,13
2539,18,114,11,12
2540,18,111,12,13
2541,19,110,11,13
2542,19,108,11,14
2545,21,100,9,18
2615,21,102,9,15
2616,21,104,9,15
2617,20,106,10,15
2618,19,110,11,13
2619,19,113,11,12
2620,18,115,12,12
2621,18,117,11,12
2622,17,119,11,12
2623,16,121,12,12
2624,16,123,11,12
2625,15,125,11,12
2626,14,128,12,12
2627,14,130,11,13
2628,13,132,11,13
2629,13,135,11,13
2630,12,137,12,13
2631,12,140,11,12
2632,12,142,11,13
2633,11,144,11,13
2634,10,147,12,13
2635,10,150,12,12
2636,10,152,11,13
2637,10,156,11,12
2638,10,158,11,13
2639,10,160,11,13
2640,9,162,12,13
2641,10,163,11,13
2642,10,165,11,13
2644,10,171,11,12
2822,10,142,12,12
2823,11,140,11,12
2824,11,138,11,13
2836,17,117,11,13
2921,19,117,11,12
2923,17,121,12,12
2924,17,123,11,12
2925,16,126,11,12
2928,14,135,12,12
3122,8,142,14,12
3123,8,140,14,13
3125,10,136,12,12
3126,10,134,14,12
3127,10,132,14,12
3128,11,129,13,12
3137,15,116,12,12
3138,16,114,12,12
3140,17,111,13,13
3141,17,110,12,12
3142,18,108,11,13
3143,18,107,12,13
3145,19,104,11,12
