Frame,X1,Y1,Width1,Height1
88,30,64,16,50
88,16,18,20,44
89,30,64,16,50
89,16,18,20,44
90,30,64,16,48
90,16,18,20,44
91,30,64,16,48
91,16,18,20,44
92,30,64,16,48
92,16,18,20,44
93,30,64,16,48
93,16,18,20,44
94,30,64,16,48
94,16,18,20,44
95,30,64,16,48
95,16,18,20,44
96,30,64,16,48
96,16,18,20,44
97,30,64,16,48
97,16,18,20,44
98,30,64,16,48
98,16,18,20,44
99,30,64,16,48
99,16,18,20,44
100,30,64,16,48
100,16,18,20,44
101,30,64,16,48
101,16,18,20,44
102,30,64,16,48
102,16,18,20,44
103,30,64,16,48
103,16,18,20,44
104,30,64,16,48
104,16,18,20,44
105,30,64,16,48
105,16,18,20,44
106,30,64,16,48
106,16,18,20,44
107,30,64,16,48
107,16,18,20,44
108,30,64,16,48
108,16,18,20,44
109,30,64,16,50
109,16,18,20,44
110,30,64,16,50
110,16,18,20,44
111,30,64,16,50
111,16,18,20,44
112,30,64,16,48
112,16,18,20,44
113,30,64,16,48
113,16,18,20,44
114,30,64,16,48
114,16,18,20,44
115,30,64,16,48
115,16,18,20,44
116,30,64,16,48
116,16,18,20,44
117,30,64,16,48
117,16,18,20,44
118,30,64,16,48
118,16,18,20,44
119,30,64,16,48
119,16,18,20,44
120,30,64,16,48
120,16,18,20,44
121,30,64,16,48
121,16,18,20,44
122,30,64,16,48
122,22,18,14,44
123,30,64,16,48
123,22,18,14,44
124,30,64,16,16
124,22,18,14,44
125,30,64,16,16
125,22,18,14,44
126,30,64,16,16
126,22,18,14,44
127,30,64,16,16
127,22,18,14,44
128,30,64,16,16
128,22,18,14,44
129,30,64,16,16
129,22,18,14,44
130,30,64,16,16
130,22,18,14,44
131,30,64,16,16
131,22,18,14,44
132,30,64,16,16
132,24,18,12,44
133,22,18,24,62
134,22,18,25,62
135,22,18,26,62
136,22,18,24,64
137,22,18,24,62
138,30,64,16,16
138,24,20,23,36
139,30,64,16,16
139,24,20,24,36
140,30,64,16,16
140,24,20,24,36
141,30,64,16,16
141,24,20,26,36
142,30,64,16,16
142,24,20,26,36
143,30,64,16,16
143,24,20,26,36
144,30,64,16,16
144,24,20,26,36
145,30,64,16,16
145,24,20,26,36
146,30,64,16,16
146,24,20,26,36
147,30,64,16,16
147,24,20,26,36
148,30,64,16,16
148,24,20,26,36
149,30,64,16,16
149,24,20,26,36
150,28,64,18,16
150,24,20,24,36
151,28,64,18,16
151,24,20,24,36
152,28,64,18,16
152,24,20,24,36
153,28,64,18,16
153,24,20,24,36
154,28,64,18,16
154,24,20,24,36
155,28,64,18,16
155,24,20,24,36
156,28,64,18,16
156,24,20,24,36
157,28,64,18,16
157,24,20,24,36
158,28,64,18,16
158,24,20,24,36
159,28,64,18,16
159,24,20,24,36
160,28,64,18,16
160,24,20,24,36
161,28,64,18,16
161,24,20,24,36
162,28,64,18,16
162,24,20,24,36
163,28,64,18,16
163,24,20,24,36
164,28,64,18,16
164,24,20,24,36
165,28,64,18,16
165,24,20,24,36
166,28,64,18,16
166,24,20,24,36
167,28,64,18,16
167,24,20,24,36
168,28,64,18,16
168,24,20,24,36
169,28,64,18,16
169,24,20,24,36
170,30,64,16,16
170,26,20,22,34
171,30,64,16,16
171,26,20,22,34
172,30,64,16,16
172,26,20,22,34
173,30,64,16,16
173,26,20,22,36
174,30,64,16,16
174,26,20,22,36
175,30,64,16,16
175,26,20,22,36
176,30,64,16,16
176,26,20,22,36
177,30,64,16,16
177,26,20,22,36
178,34,64,11,16
178,26,20,22,36
179,34,64,11,16
179,26,20,22,36
180,26,20,22,36
181,26,20,22,36
182,26,20,22,36
183,26,20,22,36
184,26,20,22,36
185,26,20,22,36
186,26,20,22,36
187,26,20,22,36
188,24,20,24,36
189,26,20,22,36
190,26,20,22,36
191,26,20,22,36
192,26,20,22,36
193,26,20,22,36
194,26,36,8,20
195,26,36,8,20
196,26,36,8,20
197,26,36,8,20
201,26,36,10,20
202,26,36,10,20
203,26,36,10,20
204,26,36,10,20
205,26,36,10,20
207,26,36,12,20
208,26,36,12,20
209,26,36,12,20
210,26,36,12,20
211,26,36,12,20
212,26,36,12,20
213,26,36,12,20
214,26,36,12,20
215,26,36,12,20
216,26,36,12,20
217,26,36,12,20
220,26,20,14,34
221,26,20,14,36
222,26,20,14,36
223,26,20,14,36
224,26,20,14,36
225,26,20,14,36
226,28,36,12,20
227,28,36,12,20
228,28,36,12,20
229,28,36,19,26
230,28,36,19,26
231,28,20,20,42
232,28,20,20,42
233,28,20,20,44
234,30,31,18,33
235,30,31,18,33
236,30,31,18,33
237,30,31,18,33
238,30,42,18,22
239,30,42,18,22
240,30,42,18,22
241,30,42,18,22
242,30,42,18,22
243,30,42,18,22
244,30,42,18,22
245,30,42,18,22
246,30,42,18,22
247,30,42,18,22
248,30,42,18,22
249,30,42,18,22
250,32,32,16,40
251,32,32,16,40
252,32,32,16,40
253,32,32,16,40
254,32,32,16,40
255,32,32,16,40
256,32,32,16,40
257,32,32,16,40
258,32,32,16,40
259,34,34,14,38
260,34,34,14,38
261,34,34,14,38
262,34,34,14,38
263,34,48,12,24
264,34,48,12,24
265,34,48,12,24
266,34,48,12,24
267,34,48,12,24
268,34,48,12,24
269,34,48,12,24
270,34,48,12,24
271,34,48,12,24
272,34,48,12,24
273,34,48,12,24
274,34,48,12,24
275,34,48,12,24
276,34,48,12,24
277,34,48,12,24
278,36,48,10,24
279,36,48,10,24
280,36,48,10,24
281,36,48,10,24
282,36,48,10,24
283,36,48,10,24
284,36,48,10,24
285,36,48,10,24
286,36,48,10,24
287,36,48,10,24
288,36,48,10,24
289,36,48,10,24
290,36,48,10,24
291,36,48,10,24
292,36,48,10,24
293,36,48,10,24
294,36,48,10,16
295,36,48,10,16
296,36,48,10,16
297,36,48,10,16
298,36,48,10,16
299,36,48,10,16
300,36,48,10,16
301,36,48,10,16
302,36,48,10,16
303,36,48,10,16
304,36,48,10,16
305,36,48,10,16
306,36,48,10,16
307,36,48,10,16
308,36,48,10,16
309,36,48,10,16
310,36,48,10,16
311,36,48,10,16
312,36,48,10,16
313,36,48,10,16
314,36,48,10,16
315,36,48,10,16
316,36,48,10,16
317,36,48,10,16
318,36,48,10,16
319,36,48,10,16
320,36,48,10,16
321,36,48,10,16
322,36,48,10,16
323,36,48,10,16
324,36,48,10,16
325,36,48,10,16
326,36,48,10,16
327,36,48,10,16
328,36,48,10,16
329,36,48,10,16
330,36,48,10,16
331,36,48,10,16
332,36,48,10,16
333,36,48,10,16
334,36,48,10,16
335,36,48,10,16
336,36,48,10,16
337,36,48,10,16
338,36,48,10,16
339,36,48,10,16
340,36,48,10,16
341,34,48,14,24
342,34,48,14,24
343,34,48,14,24
344,34,48,14,24
345,34,48,14,24
346,34,48,14,24
347,34,34,14,38
348,34,34,14,38
349,34,32,14,40
350,34,32,14,40
351,34,32,14,40
352,34,32,14,40
353,34,32,14,40
354,34,32,14,40
355,34,32,14,40
356,34,32,14,40
357,34,32,14,40
358,34,32,14,40
359,34,32,14,40
360,34,32,14,40
361,34,32,14,40
362,34,32,14,40
363,34,32,14,40
364,34,32,14,40
365,34,32,14,40
366,34,32,14,40
367,34,32,14,40
368,34,32,14,40
369,34,32,14,40
370,34,48,14,24
371,34,48,14,24
372,34,48,14,24
373,34,48,14,24
374,34,48,14,24
375,34,48,14,24
376,34,48,14,24
377,34,48,14,24
378,34,48,14,24
379,34,48,14,24
380,34,48,14,24
381,34,48,14,24
382,34,48,14,24
383,34,48,14,24
384,34,48,14,24
385,34,48,14,24
386,34,48,14,24
387,34,48,14,24
388,34,48,14,24
389,34,48,14,24
390,34,48,14,24
391,34,48,14,24
392,34,48,14,24
393,34,48,14,24
394,34,48,14,24
395,34,48,14,24
396,34,48,14,24
397,34,32,14,40
398,34,32,14,40
399,34,32,14,40
400,34,32,14,40
401,34,32,14,40
402,34,32,14,40
403,34,32,14,40
404,34,32,14,40
405,34,32,14,40
406,34,32,14,40
407,34,32,14,40
408,34,32,14,40
409,34,32,14,40
410,34,32,14,40
411,34,32,14,40
412,34,32,14,40
413,34,32,14,40
414,34,32,14,40
415,34,32,14,40
416,34,32,14,40
417,34,32,14,40
418,34,48,14,24
419,34,48,14,24
420,34,48,14,24
421,34,48,14,24
422,34,48,14,24
423,34,48,14,24
424,34,48,14,24
425,34,48,14,24
426,34,48,14,24
427,34,48,14,24
428,34,48,14,24
429,34,48,14,24
430,34,48,14,24
431,34,48,14,24
432,34,48,14,24
433,34,48,14,24
434,34,48,14,24
435,34,48,14,24
436,34,48,14,24
437,34,32,14,40
438,34,48,14,24
439,34,48,14,24
440,34,48,14,24
441,34,48,14,24
442,34,48,14,24
443,34,48,14,24
444,34,48,14,24
445,34,32,14,40
446,34,32,14,40
447,34,32,14,40
448,34,32,14,40
449,34,32,14,40
450,34,32,14,40
451,34,32,14,40
452,34,32,14,40
453,34,32,14,40
454,34,32,14,40
455,34,32,14,40
456,34,32,14,40
457,34,32,14,40
458,34,32,14,40
459,34,32,14,40
460,34,32,14,40
461,34,32,14,40
462,34,48,14,24
463,34,48,14,24
464,34,48,14,24
465,34,48,14,24
466,34,48,14,24
467,34,48,14,24
468,34,48,14,24
469,34,48,14,24
470,34,48,14,24
471,34,48,14,24
472,34,48,14,24
473,34,32,14,40
474,34,32,14,40
475,34,32,14,40
476,34,32,14,40
477,34,32,14,40
478,16,143,11,12
478,34,32,14,40
479,34,32,14,40
480,34,32,14,40
481,34,32,14,40
482,34,32,14,40
483,34,32,14,40
484,34,32,14,40
485,34,32,14,40
486,34,32,14,40
487,34,32,14,40
488,34,32,14,40
489,34,32,14,40
490,34,32,14,40
491,34,32,14,40
492,34,32,14,40
493,34,32,14,40
494,34,32,14,40
495,34,32,14,40
496,34,32,14,40
497,34,32,14,40
498,34,32,14,40
499,34,32,14,40
500,24,40,22,8
501,24,40,22,8
502,24,40,22,24
503,24,40,22,24
504,24,40,22,24
505,24,40,22,24
506,24,40,22,24
507,16,149,11,12
507,24,40,22,24
508,16,149,12,12
508,24,40,22,24
509,16,150,11,12
509,24,40,22,24
510,15,150,12,13
510,24,40,22,24
511,16,150,11,13
511,24,40,22,24
512,16,152,11,12
512,24,40,22,24
513,16,152,11,12
513,24,40,22,24
514,16,152,11,13
514,24,40,22,24
515,16,153,11,12
515,24,40,22,24
516,24,40,22,24
517,16,153,11,13
517,24,40,22,24
518,24,40,22,22
519,15,152,13,15
519,32,48,14,14
520,32,48,14,14
521,15,154,13,15
521,34,48,12,14
522,15,156,12,14
522,24,40,22,22
523,24,40,22,22
524,24,40,22,22
525,24,40,22,22
526,24,40,22,22
527,24,40,22,22
528,24,40,22,22
529,24,40,22,22
530,24,40,22,22
531,24,40,22,22
532,24,40,22,22
533,15,166,11,13
533,24,40,22,22
534,24,40,22,22
535,24,40,22,22
536,24,40,22,22
537,24,40,22,22
538,24,40,22,22
539,24,40,22,22
540,24,40,22,22
541,32,40,14,22
542,34,40,12,22
543,34,40,12,22
544,34,40,12,22
545,34,40,12,22
546,34,40,12,22
547,34,40,12,22
548,34,40,12,22
549,34,40,12,22
550,34,40,12,22
551,34,40,12,22
552,34,40,12,22
553,34,40,12,22
554,34,40,12,22
555,34,40,12,22
556,34,40,12,22
557,34,40,12,22
558,34,40,12,22
559,34,40,12,22
560,34,40,12,22
561,34,40,12,22
562,34,40,12,22
563,34,40,12,22
564,34,40,12,20
565,34,40,12,20
566,34,40,12,20
567,34,40,12,20
568,34,40,12,20
569,34,40,12,20
570,34,48,12,12
571,34,48,12,12
572,34,48,12,12
573,34,48,12,12
574,34,48,12,12
575,34,48,12,12
576,34,48,12,12
577,34,48,12,12
578,34,48,12,12
579,34,48,12,12
580,34,48,12,12
581,34,48,12,12
582,34,48,12,12
583,34,48,12,12
584,34,48,12,12
585,34,48,12,12
586,34,48,12,12
587,34,48,12,12
588,34,48,12,12
589,34,48,12,12
590,34,48,12,12
591,34,48,12,12
592,34,48,12,12
593,34,40,12,20
594,34,40,12,20
595,34,40,12,20
596,34,40,12,20
597,34,40,12,20
598,34,40,12,20
599,34,40,12,20
600,34,40,12,20
601,34,40,12,20
602,34,40,12,20
603,34,40,12,20
604,34,40,12,20
605,34,40,12,20
606,34,40,12,20
607,34,40,12,20
608,34,40,12,20
609,34,40,12,20
610,34,40,12,20
611,34,40,12,20
612,34,40,12,20
613,34,40,12,20
614,34,40,12,20
615,34,40,12,20
616,34,40,12,20
617,34,40,12,20
618,34,40,12,20
619,34,40,12,20
620,34,40,12,20
621,34,40,12,20
622,34,40,12,20
623,34,40,12,20
624,34,40,12,20
625,34,40,12,20
626,34,40,12,20
627,34,40,12,20
628,34,40,12,20
629,34,40,12,20
630,34,40,12,20
631,34,40,12,20
632,34,40,12,20
633,34,40,12,20
634,34,40,12,20
635,34,40,12,20
636,34,40,12,20
637,34,40,12,20
653,26,18,21,22
665,34,78,12,16
666,34,78,12,16
667,34,78,12,16
668,34,78,12,16
669,34,78,12,16
670,34,78,12,16
671,34,78,12,16
672,34,78,12,16
673,34,78,12,16
674,34,78,12,16
675,34,78,12,16
676,34,78,12,16
677,34,78,12,16
678,34,78,12,16
679,34,78,12,16
680,34,78,12,16
681,34,78,12,16
758,26,32,20,8
759,26,32,20,8
760,26,32,20,8
761,26,32,20,8
762,17,128,11,12
762,26,32,20,8
763,26,32,20,8
764,26,32,20,8
765,26,32,20,8
766,26,32,20,8
767,26,32,20,8
768,17,125,12,12
768,26,32,20,8
769,26,32,20,8
770,26,32,20,8
771,26,32,20,8
772,18,124,11,12
772,26,32,20,8
773,18,124,11,12
773,26,32,20,8
774,18,124,11,12
774,26,32,20,8
775,18,124,11,12
775,26,32,20,8
776,26,32,20,8
777,18,124,11,12
777,26,32,20,8
778,26,32,20,8
779,18,123,12,12
779,26,32,20,8
780,18,123,12,12
780,26,32,20,8
781,18,123,12,12
781,26,32,20,8
782,18,123,12,12
782,26,32,20,8
783,18,123,12,12
783,26,32,20,8
784,18,123,12,12
784,26,32,20,8
785,18,123,12,12
785,26,32,20,8
786,18,123,12,12
786,26,32,20,8
787,18,123,12,13
787,26,32,20,8
788,18,124,11,12
788,26,32,20,8
789,26,32,20,8
790,18,124,12,12
790,26,32,20,8
791,18,124,12,12
791,26,32,20,8
792,18,124,12,12
792,26,32,20,8
793,26,32,20,8
794,18,125,12,12
794,26,32,20,8
795,18,125,12,12
795,26,32,20,8
796,18,125,12,12
796,26,32,20,8
797,26,32,20,8
798,26,32,20,8
799,18,126,12,12
799,26,32,20,8
800,18,126,12,12
800,26,32,20,8
801,26,32,20,8
802,18,128,11,12
802,26,32,20,8
803,18,129,11,12
803,26,32,20,8
804,26,32,20,8
805,26,32,20,8
806,17,131,12,12
806,26,32,20,8
807,26,32,20,8
808,17,133,11,12
808,26,32,20,8
809,17,134,11,12
809,26,32,20,8
810,26,32,20,8
811,17,136,11,12
811,26,32,20,8
812,17,136,11,12
812,26,32,20,8
813,17,137,11,12
813,26,32,20,8
814,26,32,20,8
815,26,32,20,8
816,26,32,20,8
817,16,139,11,12
817,26,32,20,8
828,14,152,12,12
829,14,154,11,12
830,14,154,12,13
832,14,158,11,12
997,38,34,8,18
998,38,34,8,18
999,38,34,8,18
1032,13,146,13,12
1033,13,145,13,12
1034,14,144,13,12
1035,14,142,12,12
1036,14,141,14,12
1037,15,139,13,13
1038,15,138,13,12
1039,16,136,12,13
1041,16,133,12,12
1042,16,132,12,12
1043,16,131,12,12
1044,17,130,11,12
1045,17,128,12,12
1047,17,126,13,12
1049,18,124,12,12
1050,18,124,11,12
1051,19,122,12,13
1052,19,122,11,12
1053,19,121,11,13
1056,20,118,11,12
1057,20,117,12,12
1059,21,116,11,12
1060,21,115,12,12
1061,22,114,11,12
1063,22,113,11,12
1064,22,112,12,12
1065,22,112,11,12
1069,23,110,12,12
1070,23,110,11,12
1071,23,110,11,12
1072,23,110,11,12
1075,23,108,13,14
1076,24,108,12,14
1077,24,108,12,13
1078,24,108,12,13
1079,24,108,12,13
1080,24,108,12,13
1081,24,108,11,13
1082,24,108,11,13
1083,24,107,12,13
1084,24,107,12,13
1085,24,107,12,13
1086,24,107,12,13
1087,24,107,12,13
1088,24,108,12,13
1089,24,108,12,13
1090,24,109,12,13
1091,24,110,11,12
1092,24,110,12,13
1093,24,110,12,13
1094,24,110,12,13
1095,24,110,12,14
1096,24,110,12,14
1097,24,111,11,13
1098,23,112,12,12
1099,23,112,12,13
1100,23,114,11,12
1101,23,114,11,12
1103,22,115,12,12
1104,22,116,12,12
1105,22,116,12,12
1106,22,117,11,12
1107,22,118,11,12
1108,21,119,12,12
1109,21,120,12,13
1110,21,122,11,12
1111,21,123,11,13
1112,20,124,12,12
1113,20,125,12,13
1114,20,126,11,12
1115,20,126,11,13
1116,20,127,11,13
1117,20,128,11,12
1118,20,129,11,13
1119,20,129,11,13
1120,19,131,11,13
1121,19,132,11,13
1122,19,133,11,13
1123,19,134,11,13
1124,18,136,12,12
1125,18,138,11,12
1126,18,139,11,13
1127,18,141,11,13
1128,17,143,11,13
1129,17,145,11,13
1130,17,147,11,13
1131,17,149,11,12
1132,17,150,11,13
1133,16,151,12,14
1134,16,154,11,12
1135,16,155,11,13
1136,16,157,11,13
1137,16,159,11,13
1138,16,161,11,12
1139,16,163,11,12
1141,16,166,11,13
1142,16,168,11,13
1149,32,48,11,16
1150,32,48,11,16
1151,32,48,11,16
1152,32,48,11,16
1153,32,48,11,16
1154,32,48,11,16
1155,32,48,11,16
1156,32,48,11,16
1157,32,48,11,16
1158,32,48,13,16
1159,32,48,13,16
1160,32,48,13,16
1161,32,48,13,16
1162,32,48,13,16
1163,32,48,13,16
1164,32,48,13,16
1165,32,48,13,16
1166,32,48,13,16
1167,32,48,13,16
1168,32,48,13,16
1169,32,48,13,16
1321,12,158,12,12
1323,13,154,13,12
1325,13,149,14,13
1326,13,148,14,12
1327,14,146,12,12
1328,14,144,14,12
1329,14,142,15,12
1330,15,140,14,13
1331,16,138,13,13
1332,16,136,13,13
1333,16,135,13,13
1334,16,134,14,12
1335,17,132,13,14
1336,17,131,13,14
1337,17,130,14,13
1338,18,129,11,13
1339,18,128,11,12
1340,19,126,11,12
1341,19,124,13,13
1342,19,123,11,13
1343,20,122,12,13
1344,20,121,11,13
1345,20,120,11,12
1347,21,118,11,12
1348,22,116,11,12
1349,22,114,12,13
1350,22,114,11,12
1351,23,112,11,13
1352,23,112,11,12
1353,23,110,12,13
1354,24,110,11,12
1355,24,108,12,13
1356,24,98,19,22
1357,25,98,18,21
1358,25,96,18,22
1359,25,98,18,19
1360,26,98,16,18
1361,26,98,16,17
1362,26,98,16,16
1363,26,98,16,16
1364,27,100,15,13
1365,27,96,15,17
1366,28,96,14,16
1367,28,94,14,18
1368,28,94,14,17
1369,28,94,14,16
1370,29,94,13,16
1371,29,94,13,16
1372,29,94,13,16
1373,29,94,13,16
1374,29,94,13,15
1375,29,94,13,15
1376,29,94,13,15
1377,29,94,13,15
1378,29,94,13,15
1379,29,94,13,16
1380,29,94,13,16
1381,29,94,13,16
1382,29,94,13,16
1383,29,94,13,16
1384,29,94,13,16
1385,29,94,13,15
1386,29,94,13,15
1387,29,94,13,16
1388,29,94,13,16
1389,29,94,13,17
1390,29,94,13,17
1391,29,94,13,17
1392,29,94,13,18
1393,29,94,13,18
1394,29,94,13,18
1395,29,94,13,18
1396,28,94,14,19
1397,28,94,14,19
1398,28,94,14,20
1399,28,94,14,20
1400,28,96,14,19
1401,27,96,15,20
1402,27,96,15,20
1403,27,98,15,19
1404,27,98,15,19
1405,27,100,15,18
1406,27,100,15,19
1407,26,105,13,15
1408,26,108,11,13
1409,25,108,13,14
1410,25,109,12,14
1411,25,110,11,14
1412,24,113,11,12
1413,24,113,11,13
1414,24,115,11,12
1415,23,116,12,12
1416,23,116,12,13
1417,23,117,11,13
1418,22,118,12,14
1419,22,120,12,12
1420,22,120,12,14
1421,22,122,11,13
1422,21,124,12,13
1423,21,126,11,14
1424,21,128,11,14
1425,20,131,12,13
1426,20,133,11,13
1427,20,136,11,12
1428,19,138,11,12
1429,19,138,11,14
1430,18,141,11,12
1431,17,142,12,12
1434,17,150,11,12
1435,17,152,11,13
1436,17,154,11,14
1437,17,157,11,13
1438,17,158,11,14
1441,15,164,11,12
1442,15,166,11,12
1622,12,149,14,11
1623,12,147,14,11
1624,12,144,14,12
1626,13,141,13,13
1627,13,139,14,13
1628,14,137,14,13
1629,14,136,14,14
1630,14,134,14,12
1631,15,132,13,12
1632,15,131,13,11
1633,15,129,15,11
1634,16,128,12,11
1635,16,126,14,12
1637,17,123,13,12
1638,17,122,13,12
1639,18,120,13,12
1640,19,118,11,12
1641,19,117,13,12
1642,19,116,13,12
1643,20,114,12,12
1644,20,113,12,12
1645,21,112,11,12
1647,21,109,14,13
1650,23,102,17,15
1651,23,101,17,15
1652,24,100,16,15
1653,24,96,18,18
1654,25,98,17,15
1655,25,96,17,16
1656,26,96,16,15
1657,26,94,16,16
1658,26,94,16,16
1659,27,94,15,14
1660,27,94,15,14
1661,28,94,12,13
1662,28,94,12,12
1663,28,92,14,14
1664,28,92,14,13
1665,29,91,11,13
1666,29,91,11,13
1667,29,90,13,14
1668,29,90,13,14
1669,29,88,17,15
1670,30,88,16,15
1671,30,88,16,14
1672,30,88,15,14
1673,30,84,16,18
1674,30,84,16,18
1675,30,84,16,18
1676,30,84,16,18
1677,30,84,16,18
1678,30,84,16,18
1679,30,82,16,20
1680,31,82,15,20
1681,31,80,15,21
1682,31,82,15,19
1683,31,82,15,19
1684,30,82,16,20
1685,30,82,16,20
1686,30,84,16,18
1687,30,84,16,19
1688,30,84,16,20
1689,30,84,16,20
1690,30,84,16,20
1691,30,84,16,20
1692,30,84,16,20
1693,30,84,16,20
1694,30,86,14,18
1695,29,86,13,19
1696,29,86,15,19
1697,29,86,15,20
1698,29,90,13,16
1699,29,90,12,16
1700,29,92,12,14
1701,28,92,12,15
1702,28,92,13,16
1703,28,94,12,14
1704,27,94,15,15
1705,27,94,13,16
1706,26,94,14,17
1707,26,94,14,18
1708,26,94,15,20
1709,25,94,16,21
1710,25,96,15,20
1711,25,100,16,17
1712,25,100,16,18
1713,24,100,17,19
1714,24,108,11,13
1715,23,110,12,12
1716,23,111,11,13
1717,23,112,11,13
1718,22,114,11,13
1719,22,115,11,13
1720,21,117,12,12
1721,20,118,12,14
1722,20,121,11,13
1723,19,123,11,13
1724,19,125,11,13
1725,18,128,11,13
1726,18,130,11,13
1727,18,133,10,13
1728,17,136,11,12
1729,17,138,11,13
1732,15,145,11,12
1733,15,147,11,12
1735,15,150,11,13
1737,14,154,11,12
1738,14,156,11,13
1739,14,159,11,12
1740,14,161,11,12
1741,14,163,11,12
1742,14,165,11,12
1919,12,153,15,12
1920,11,150,16,13
1921,12,148,14,12
1922,12,146,16,12
1923,12,144,16,12
1924,12,142,16,13
1925,12,140,16,14
1926,13,138,15,13
1927,14,137,14,13
1928,14,135,15,12
1929,15,133,14,12
1930,15,131,14,13
1931,16,129,13,13
1932,16,128,14,12
1933,16,126,14,13
1934,17,125,13,13
1935,17,123,14,13
1936,18,122,13,12
1937,18,120,13,12
1938,19,118,13,12
1939,19,116,13,12
1940,20,114,12,13
1941,20,114,12,11
1942,21,112,12,12
1945,22,108,12,12
1946,23,107,11,12
1947,23,106,12,11
1948,24,104,12,12
1949,24,103,12,12
1950,25,102,11,12
1951,25,101,13,13
1952,26,98,16,14
1953,26,99,12,12
1954,27,96,15,14
1955,27,96,12,13
1957,28,94,12,12
1961,30,80,16,23
1962,31,80,15,22
1963,31,80,15,22
1964,31,78,15,22
1965,32,78,14,22
1966,32,82,12,18
1969,33,86,12,12
1970,33,82,11,16
1971,32,80,14,18
1972,33,80,13,17
1973,33,78,13,19
1974,33,80,13,17
1975,33,80,14,17
1976,33,80,13,17
1977,34,80,12,17
1978,33,80,13,17
1979,33,80,13,17
1980,33,80,13,17
1981,33,80,13,18
1982,33,80,13,17
1983,33,80,13,17
1984,33,80,13,17
1985,33,80,13,18
1986,33,80,15,18
1987,33,80,15,18
1988,33,82,13,16
1989,33,82,13,17
1990,32,82,14,17
1991,32,82,14,17
1992,32,84,14,16
1993,32,84,14,16
1994,32,84,14,16
1995,32,84,14,16
1996,32,86,14,15
1997,32,86,14,15
1998,32,86,13,15
1999,32,86,14,16
2000,32,90,11,12
2000,32,34,12,14
2001,31,88,12,15
2002,31,90,13,14
2003,30,90,14,15
2004,30,92,12,14
2005,30,92,14,15
2006,29,94,12,14
2007,29,94,17,15
2008,29,94,17,16
2009,28,94,16,17
2010,28,94,15,18
2011,27,94,15,20
2012,27,94,15,20
2013,26,94,16,21
