Frame,X1,Y1,Width1,Height1
2014,26,95,16,21
2015,26,98,16,20
2016,25,100,17,19
2017,25,107,11,14
2018,24,109,12,13
2019,24,112,11,12
2020,23,114,11,12
2021,23,115,11,12
2022,22,117,12,13
2023,22,119,11,13
2024,21,121,11,12
2024,32,34,12,14
2025,21,123,11,13
2025,32,34,12,14
2026,20,125,12,13
2026,32,34,12,14
2027,20,128,11,12
2027,32,34,12,14
2028,19,131,11,12
2028,32,34,12,14
2029,19,134,11,12
2030,19,136,11,12
2031,18,139,11,13
2032,18,141,11,13
2033,17,144,11,12
2034,17,146,11,12
2035,16,148,11,12
2036,14,150,13,12
2037,15,152,11,13
2038,16,154,11,14
2039,15,158,11,13
2040,15,161,11,13
2041,15,163,11,13
2064,32,34,12,14
2065,32,34,12,14
2066,32,34,12,14
2067,32,34,12,14
2221,15,146,11,13
2222,15,144,11,12
2223,15,142,11,13
2224,16,140,12,14
2225,16,139,14,13
2226,16,138,12,12
2227,16,135,14,14
2228,16,134,14,12
2229,17,132,13,12
2232,18,126,12,12
2233,19,124,11,12
2234,20,123,12,12
2236,20,120,14,12
2237,21,118,11,12
2238,22,116,11,12
2239,22,115,12,12
2240,22,113,12,12
2242,23,110,15,12
2243,24,109,12,12
2245,25,107,11,12
2246,26,105,11,13
2247,26,103,14,13
2248,26,98,18,16
2250,28,94,16,18
2250,34,48,10,16
2251,28,94,16,17
2251,34,48,10,16
2252,28,94,16,17
2252,34,48,10,16
2253,29,94,14,15
2253,34,48,10,16
2254,29,94,15,15
2254,34,48,10,16
2255,30,94,14,13
2255,34,48,10,16
2256,30,92,14,14
2256,34,48,10,16
2257,31,90,13,15
2257,34,48,10,16
2258,31,90,13,14
2258,34,48,10,16
2259,32,88,14,16
2259,34,48,10,16
2260,32,84,14,19
2260,34,48,10,16
2261,32,82,14,20
2261,34,48,10,16
2262,32,82,16,20
2262,34,48,10,16
2263,33,82,15,20
2264,33,86,13,14
2265,33,86,15,13
2266,34,86,14,13
2267,34,82,14,16
2268,34,82,14,15
2269,34,82,14,15
2270,34,82,14,15
2271,34,82,13,15
2272,34,82,13,15
2273,34,82,13,14
2274,32,80,16,16
2275,32,80,16,16
2276,32,80,16,16
2277,32,80,16,16
2278,32,80,16,16
2279,32,80,16,16
2280,32,80,18,16
2281,32,80,16,16
2282,32,80,16,16
2283,32,80,16,17
2284,32,82,16,14
2285,32,82,16,14
2286,31,82,17,15
2287,35,82,13,15
2288,35,82,13,16
2289,35,82,13,16
2290,32,82,16,16
2291,32,82,16,16
2292,32,82,16,16
2293,32,82,16,17
2294,32,80,16,19
2295,32,82,16,18
2296,32,82,16,18
2297,32,84,16,17
2298,32,84,16,17
2299,32,84,14,18
2300,32,84,14,19
2301,32,86,14,17
2302,32,86,14,18
2303,32,87,14,18
2304,32,88,14,17
2305,32,88,14,18
2306,31,88,15,19
2307,31,92,12,16
2308,30,94,14,15
2309,30,94,14,16
2310,29,94,13,17
2311,29,94,13,19
2312,28,94,16,20
2313,28,94,14,21
2314,28,100,14,17
2315,27,100,15,18
2316,27,101,13,18
2317,26,108,11,13
2318,26,109,11,13
2319,25,112,11,12
2320,25,113,11,13
2321,24,114,11,13
2322,24,116,11,13
2323,23,118,12,12
2324,22,120,11,12
2325,22,121,11,12
2326,21,124,11,13
2327,21,127,11,13
2328,20,130,11,13
2329,20,133,11,13
2330,19,136,11,13
2331,18,139,11,12
2332,18,141,11,13
2333,17,144,11,12
2334,17,146,11,13
2335,16,149,11,13
2336,16,151,11,14
2337,16,154,11,14
2338,16,157,11,13
2339,16,160,11,13
2340,16,162,11,13
2341,16,164,11,13
2342,16,166,11,13
2343,16,167,10,14
2345,16,172,10,13
2348,16,179,11,13
2516,14,154,14,13
2517,14,152,14,14
2518,13,150,17,12
2519,13,148,17,12
2520,13,145,17,13
2521,12,143,18,13
2522,12,142,18,13
2523,14,140,16,14
2524,16,138,14,14
2525,16,136,16,14
2526,16,134,16,13
2527,16,132,16,14
2528,17,131,15,12
2529,17,129,16,13
2530,17,127,16,13
2531,18,126,14,12
2532,18,125,14,12
2533,19,123,13,13
2534,20,121,12,13
2535,20,120,12,12
2536,20,117,12,12
2537,21,116,11,12
2538,21,114,13,13
2539,22,114,12,11
2540,22,112,12,12
2542,23,110,12,12
2543,24,108,12,13
2547,26,102,11,12
2548,26,100,12,14
2549,27,100,11,12
2550,27,98,11,14
2551,28,98,11,13
2552,28,96,12,14
2554,29,94,13,13
2555,30,92,14,14
2556,31,90,13,15
2557,31,90,13,14
2558,31,90,13,14
2559,31,88,13,15
2560,32,88,12,14
2561,32,88,14,14
2562,32,86,13,15
2563,32,82,14,18
2564,31,82,15,17
2565,32,80,14,18
2566,32,82,14,16
2567,34,82,12,16
2568,34,82,12,15
2569,34,82,13,15
2570,34,82,12,14
2571,32,81,15,15
2572,32,81,16,15
2573,32,80,16,16
2574,32,80,16,16
2575,32,80,16,16
2576,32,80,16,16
2577,32,80,16,16
2578,32,80,16,16
2579,32,80,16,16
2580,32,80,16,16
2581,32,80,16,16
2582,32,80,16,16
2583,34,80,14,16
2584,34,80,12,17
2585,34,80,12,17
2586,34,80,12,18
2587,34,82,12,16
2588,32,82,14,16
2589,32,82,14,16
2590,32,82,14,16
2591,33,82,13,16
2592,32,82,14,16
2593,33,84,13,15
2594,32,84,14,15
2595,32,84,14,16
2596,32,84,14,16
2597,32,84,14,17
2598,30,86,16,16
2599,31,86,15,16
2600,31,86,16,17
2601,31,88,16,16
2602,30,88,16,17
2603,30,90,16,15
2604,29,90,17,16
2605,29,90,15,17
2606,29,92,13,15
2607,29,92,15,16
2608,28,92,16,17
2609,28,92,16,18
2610,28,92,16,19
2611,27,94,17,18
2612,26,94,16,19
2613,26,94,16,20
2614,26,98,16,18
2615,25,104,12,14
2616,25,104,11,15
2617,24,106,13,15
2618,23,110,12,13
2619,23,113,11,13
2620,22,115,12,13
2621,22,116,11,14
2622,21,118,11,14
2623,20,121,11,12
2624,20,123,11,13
2625,19,125,11,13
2626,18,128,11,12
2627,18,130,11,13
2628,18,133,10,13
2629,17,135,11,13
2630,17,137,11,13
2631,16,140,11,12
2632,16,142,11,13
2634,15,148,11,12
2636,14,152,12,13
2637,15,155,11,13
2640,14,162,11,12
2641,14,163,11,13
2643,14,168,10,13
2646,14,176,11,13
2647,14,179,11,12
2846,26,104,11,12
2848,27,100,13,13
2849,27,98,13,14
2850,28,96,12,15
2851,28,96,12,14
2852,29,94,15,14
2853,29,94,13,14
2854,30,94,11,13
2856,30,92,13,13
2857,31,91,11,13
2858,32,82,11,21
2859,32,80,12,22
2860,32,82,12,19
2861,32,82,12,18
2862,32,82,12,17
2863,32,80,12,19
2864,32,84,14,14
2865,32,84,14,14
2866,32,84,14,13
2867,34,82,12,14
2868,34,82,12,14
2869,34,82,13,14
2870,34,80,13,16
2871,34,80,13,15
2872,34,80,13,16
2873,34,80,13,16
2874,34,80,13,16
2875,34,80,13,16
2876,34,80,13,16
2877,34,80,14,16
2878,34,80,14,16
2879,34,80,14,16
2880,34,80,14,16
2881,34,80,14,16
2882,34,80,14,16
2883,34,80,14,16
2884,34,80,14,16
2885,34,80,14,16
2886,34,80,14,17
2887,34,80,14,17
2888,34,82,12,15
2889,33,82,13,16
2890,33,84,13,14
2891,33,84,13,14
2892,34,84,12,14
2893,34,84,12,14
2894,34,84,12,15
2895,33,86,13,13
2896,32,86,12,14
2897,32,86,13,14
2898,32,88,12,13
2899,32,88,12,14
2900,32,88,11,15
2901,32,88,12,15
2902,32,90,12,14
2903,31,90,13,14
2904,31,90,12,15
2905,30,92,13,14
2906,30,92,13,15
2907,30,94,12,14
2908,29,94,13,14
2909,29,94,14,16
2910,28,94,14,16
2911,28,94,14,18
2912,28,96,15,17
2913,27,100,13,14
2914,27,100,15,16
2915,26,105,11,12
2916,26,106,11,13
2917,25,108,11,13
2924,21,124,11,12
2925,20,126,12,12
2926,19,130,11,12
2934,16,148,11,12
2937,14,153,12,12
3126,14,134,14,12
3128,15,130,13,11
3129,15,128,13,11
3131,16,125,14,11
3132,17,124,13,11
3133,17,122,14,11
3136,19,117,12,12
3137,19,116,13,11
3140,21,110,13,12
3141,21,109,12,12
3143,22,96,18,22
3144,22,96,18,22
3145,23,96,17,20
3146,24,96,16,18
3147,24,98,14,15
3148,25,94,17,18
3149,26,96,16,14
3150,26,94,15,16
3151,27,94,15,15
3152,27,94,15,14
3153,28,94,14,13
3154,28,92,14,14
3155,28,90,14,15
3156,29,90,13,14
3157,30,84,16,19
3158,30,84,16,18
3159,30,82,16,20
3160,32,82,14,19
3161,31,82,15,18
3162,32,82,14,18
3163,32,82,10,17
3164,32,82,12,16
3165,32,82,12,16
3166,32,82,13,15
3167,33,82,12,14
3168,33,82,12,14
3169,33,82,12,14
3170,34,80,12,16
3171,34,80,12,15
3172,34,80,12,15
3173,34,80,12,16
3174,34,80,12,16
3175,34,80,12,16
3176,34,80,12,16
3177,34,80,12,16
3178,34,80,12,16
3179,34,80,12,16
3180,34,80,12,16
3181,34,80,12,16
3182,34,80,12,16
3183,34,80,12,16
3184,33,80,13,16
3185,33,80,13,16
3186,32,82,13,15
3187,32,82,13,15
3188,33,84,12,14
3189,33,84,12,14
3190,32,84,13,14
3191,32,82,13,16
3192,32,82,14,16
3193,32,84,12,15
3194,32,86,12,13
3195,32,86,12,13
3196,32,86,12,15
3197,31,84,13,17
3198,30,86,14,15
3199,30,86,14,16
3200,30,86,16,17
3201,30,82,16,21
3202,30,86,14,18
3203,29,86,15,18
3204,29,86,15,19
3205,29,86,15,20
3206,28,87,16,20
3207,28,86,16,22
3208,27,92,15,16
3209,27,92,15,17
3210,26,92,16,19
3211,26,92,17,20
3212,26,92,18,22
3213,26,92,16,23
3214,25,98,17,19
3215,24,102,16,16
3216,24,102,16,17
3217,24,106,10,15
3218,23,108,11,14
3220,22,114,11,13
3221,21,116,11,12
3222,21,118,11,13
3223,20,120,11,13
3224,20,122,11,13
3225,19,125,11,12
3227,18,130,11,12
3228,17,133,11,12
3236,14,155,11,12
3416,11,152,15,13
3419,11,146,13,12
3420,11,144,13,12
3421,11,142,15,12
3422,11,139,17,15
3423,14,138,14,12
3424,14,136,16,13
3425,14,134,16,12
3426,14,132,16,13
3427,15,130,15,13
3428,15,129,15,13
3429,16,128,12,12
3431,16,124,14,13
3432,17,123,13,12
3433,17,121,11,12
3434,18,120,14,12
3435,18,118,13,12
3436,19,117,11,12
3437,19,115,13,13
3438,20,114,12,12
3439,20,112,13,12
3440,21,106,19,16
3441,21,106,19,15
3442,22,103,18,16
3443,23,102,19,16
3444,23,102,19,15
3445,24,100,18,16
3446,24,100,18,15
3447,25,98,17,16
3448,25,98,16,14
3449,26,98,13,13
3450,26,96,16,13
3451,26,94,16,14
3452,27,94,12,13
3453,28,93,11,13
3454,28,92,14,14
3455,29,92,12,13
3456,29,90,13,14
3457,29,88,13,15
3458,30,88,12,14
3459,30,88,13,13
3460,30,88,13,12
3461,30,88,12,12
3463,32,86,12,13
3464,32,86,12,12
3465,31,82,15,16
3466,31,82,15,15
3467,32,82,14,15
3468,32,82,14,14
3469,32,80,14,16
3470,32,80,14,16
3471,32,80,14,16
3472,32,80,15,16
3473,32,80,15,16
3474,0,84,11,12
3474,32,80,15,16
3475,0,84,11,12
3475,32,80,15,16
3476,32,80,14,16
3477,33,80,13,16
3478,33,80,13,16
3479,33,80,13,16
3480,32,80,14,15
3481,33,80,13,16
3482,33,80,13,16
3483,33,82,13,14
3484,32,82,14,14
3485,32,82,14,15
3486,33,82,12,15
3487,33,82,13,16
3488,32,82,14,16
3489,30,82,16,16
3490,32,84,14,15
3491,32,84,12,15
3492,32,84,12,15
3493,32,84,12,15
3494,30,84,14,16
3495,30,84,16,16
3496,30,84,14,17
3497,30,84,16,18
3498,31,86,12,16
3499,31,86,11,17
3500,31,90,11,14
3501,30,90,12,14
3502,30,90,12,15
3503,30,90,16,16
3504,30,92,11,14
3505,29,92,12,14
3506,29,94,11,13
3507,28,94,12,15
3508,28,94,14,16
3509,27,96,13,15
3510,27,96,15,17
3511,26,98,15,16
3512,26,100,13,15
3513,25,104,12,13
3514,24,104,12,15
3515,24,106,11,14
3516,23,106,13,16
3517,23,110,11,14
3518,22,113,12,13
3519,22,115,11,13
3520,21,117,11,13
3521,20,118,12,14
3522,20,121,11,13
3523,19,123,11,13
3524,19,125,11,13
3525,18,128,11,13
3526,18,130,11,13
3527,17,133,11,13
3528,16,136,12,13
3529,16,138,11,13
3530,16,140,11,13
3531,16,142,10,13
3532,15,144,11,13
3533,15,147,11,13
3534,14,149,11,13
3535,14,152,12,13
3536,14,154,11,13
3537,14,157,11,13
3538,13,160,11,12
3539,13,162,11,12
3540,13,163,11,13
3541,13,165,11,13
3542,13,168,11,13
3546,49,157,9,15
3548,48,164,10,13
3549,48,166,10,14
3551,48,172,10,14
3559,48,192,10,14
3560,48,194,10,14
3561,48,196,10,14
3562,48,198,10,14
3750,26,98,12,13
3751,27,96,12,14
3752,27,96,12,12
3753,28,94,14,13
3756,29,92,12,13
3757,30,92,12,12
3758,30,92,11,12
3760,31,88,11,14
3761,31,88,12,13
3763,32,86,10,14
3764,32,82,14,17
3765,32,82,14,16
3766,32,80,14,18
3767,33,80,13,18
3768,33,80,13,17
3769,32,80,14,17
3770,32,78,14,19
3771,33,80,13,17
3772,33,80,13,17
3773,33,80,13,17
3774,33,80,13,17
3775,33,80,13,17
3776,32,80,14,18
3777,31,80,15,18
3778,31,80,15,18
3779,31,80,15,18
3780,31,80,15,18
3781,31,80,15,18
3782,31,80,15,18
3783,31,80,15,18
3784,31,82,14,16
3785,31,82,14,16
3786,32,82,13,16
3787,32,82,13,16
3788,32,84,13,15
3789,32,84,14,15
3790,31,84,15,16
3791,31,84,15,16
3792,31,84,15,17
3793,32,84,14,17
3794,31,84,15,18
3795,30,84,16,18
3796,30,86,16,16
3797,30,86,16,17
3798,30,88,12,16
3799,30,88,12,16
3800,29,88,13,17
3801,29,88,13,18
3802,29,90,13,16
3803,28,90,14,17
3804,28,92,14,16
3805,28,92,14,17
3806,28,92,14,18
3807,27,92,15,19
3808,27,92,15,20
3809,26,92,16,21
3810,26,92,16,22
3811,25,92,17,24
3812,25,104,11,13
3813,24,106,12,13
3814,24,107,12,13
3815,23,109,12,13
3816,23,112,11,12
3817,23,113,11,13
3818,22,115,11,13
3819,21,117,12,13
3820,21,119,11,13
3821,20,120,12,13
3822,20,122,11,13
3823,19,124,11,13
3824,18,126,12,14
3825,18,128,12,14
3826,17,131,12,14
3827,17,134,11,14
3828,17,137,11,13
3829,16,140,11,13
3830,16,142,11,14
3831,16,145,11,14
3832,15,148,11,12
3833,15,150,11,13
3834,14,150,12,15
3835,14,151,12,17
3836,14,157,11,13
3837,14,160,11,12
3838,14,161,11,14
3839,14,164,11,13
3840,14,165,12,14
3841,15,168,10,13
3842,14,171,11,12
3845,14,176,11,13
3846,14,178,11,13
4020,13,150,13,12
4024,14,142,13,12
4025,14,140,15,13
4026,14,139,15,13
4027,16,138,12,12
4028,15,136,15,13
4029,16,135,13,12
4030,16,133,12,13
4031,16,132,14,12
4032,16,130,14,12
4033,17,129,13,12
4034,18,127,13,12
4035,18,125,15,13
4036,18,123,13,13
4037,19,122,12,12
4038,19,121,11,12
4039,19,118,13,14
4040,20,118,12,13
4041,20,117,12,12
4043,21,115,11,12
4044,21,114,12,12
4045,22,113,11,12
4046,22,112,12,12
4049,23,106,15,15
4050,24,105,16,15
4051,24,102,19,16
4052,25,102,18,15
4053,25,102,18,14
4054,25,102,15,14
4055,26,100,17,15
4056,26,98,16,16
4057,26,96,16,18
4058,26,96,16,17
4059,27,96,16,17
4060,27,96,16,16
4061,27,96,16,15
4062,27,96,15,15
4063,27,96,15,14
4064,28,96,14,14
4065,28,96,14,14
4066,28,96,12,14
4067,28,96,12,13
4068,28,94,14,15
4069,28,94,14,15
4070,28,94,14,15
4071,29,94,13,14
4072,29,94,13,14
4073,29,94,13,14
4074,29,94,13,14
4075,29,94,13,14
4076,29,94,13,14
4077,29,94,13,14
4078,29,94,13,14
4079,29,94,13,14
4080,29,94,13,15
4081,29,94,13,15
4082,28,94,14,16
4083,28,94,14,16
4084,28,94,14,16
4085,28,94,14,17
4086,28,94,14,17
4087,28,94,14,17
4088,28,96,14,16
4089,28,96,14,16
4090,28,98,12,15
4091,28,98,12,15
4092,28,98,14,16
4093,28,96,14,18
4094,27,96,14,18
4095,27,96,14,18
4096,27,100,13,15
4097,27,100,12,15
4098,26,100,16,16
4099,26,102,12,15
4100,26,98,16,20
4101,26,98,16,21
4102,25,100,17,20
4103,25,100,17,22
4104,24,109,13,13
4106,24,112,11,12
4107,24,113,11,12
4108,23,114,12,12
4109,23,115,11,12
4110,23,116,11,12
4111,23,117,11,13
4112,22,118,12,13
4113,22,120,12,13
4114,22,121,11,13
4115,22,122,11,14
4116,21,124,11,13
4117,21,126,11,13
4118,20,128,12,13
4119,20,129,12,14
4120,20,131,11,14
4121,19,133,11,12
4122,19,134,11,12
4123,19,136,11,13
4124,18,137,11,13
4125,18,139,11,13
4126,18,141,11,13
4127,18,143,11,13
4128,18,145,10,13
4129,17,146,11,13
4130,17,149,11,12
4131,17,150,11,14
4132,16,152,12,14
4133,16,154,12,14
4134,16,158,12,13
4135,16,160,11,13
4136,16,163,11,13
4137,16,165,11,13
4141,16,173,10,13
4142,15,174,11,13
4143,15,176,11,12
4323,13,154,13,14
4337,15,140,14,13
4340,16,137,11,13
4342,16,136,12,12
4344,17,134,11,13
4345,17,133,11,13
4346,17,132,11,13
4347,17,131,11,13
4348,18,131,11,13
4349,18,130,11,13
4350,18,130,11,12
4351,18,129,11,13
4352,18,129,11,12
4353,18,128,11,13
4354,18,127,12,13
4355,18,127,12,12
4356,19,126,11,12
4357,19,125,11,13
4358,19,124,11,13
4359,19,124,11,12
4360,19,124,11,12
4361,20,124,11,12
4362,20,124,11,12
4363,20,124,11,12
4364,20,124,11,12
4365,20,124,11,12
4366,20,123,11,13
4367,20,123,11,12
4368,20,123,11,12
4369,20,123,11,12
4370,20,123,11,12
4371,20,123,11,12
4372,20,123,12,13
4373,20,123,12,13
4374,20,123,12,13
4375,20,122,12,14
4376,20,122,12,14
4377,20,122,12,13
4378,20,122,12,14
4379,20,122,12,14
4380,20,122,12,14
4381,20,123,12,13
4382,20,124,11,12
4383,20,124,12,13
4384,20,124,12,13
4385,20,125,12,13
4386,20,125,12,13
4388,20,127,11,12
4389,20,127,11,12
4390,20,127,11,12
4391,20,127,11,13
4392,20,128,11,12
4393,19,129,12,12
4394,19,129,12,12
4395,19,130,11,12
4396,19,131,11,12
4397,19,131,11,12
4398,19,132,11,12
4399,19,133,11,12
4400,19,134,11,12
4401,19,135,11,12
4402,19,136,11,12
4403,19,136,11,12
4405,18,138,11,12
4406,18,138,11,12
4407,18,139,11,12
4408,18,140,11,12
4409,18,141,11,12
4410,18,142,11,12
4411,18,142,11,13
4412,18,144,11,12
4414,17,146,11,12
4416,17,148,11,12
4417,17,149,11,12
4418,17,150,11,12
4419,17,152,11,12
4420,17,152,11,13
4421,17,153,11,13
4422,16,155,11,13
4423,16,156,11,12
4424,16,158,11,12
4426,16,160,11,12
4427,16,161,11,13
4428,16,163,11,13
4431,16,166,11,12
4432,16,167,11,13
4435,16,171,11,12
4440,16,174,12,13
4750,32,48,15,22
4751,34,48,13,20
4752,34,48,13,20
4753,34,48,13,20
4754,34,46,13,22
4755,36,46,11,16
4756,36,46,11,16
4757,36,46,11,16
4758,36,46,12,16
